Tc Initial, Run #1
Time ( s )	Y (  )
108,850	22,469
108,950	22,469
109,050	22,469
109,150	22,469
109,250	22,469
109,350	22,469
109,450	22,469
109,550	22,469
109,650	22,469
109,750	22,469
109,850	22,469
109,950	22,469
110,050	22,469
110,150	22,469
110,250	22,469
110,350	22,469
110,450	22,469
110,550	22,469
110,650	22,469
110,750	22,469
110,850	22,469
110,950	22,469
111,050	22,469
111,150	22,469
111,250	22,469
111,350	22,469
111,450	22,469
111,550	22,469
111,650	22,469
111,750	22,469
111,850	22,469
111,950	22,469
112,050	22,469
112,150	22,469
112,250	22,469
112,350	22,469
112,450	22,469
112,550	22,469
112,650	22,469
112,750	22,469
112,850	22,469
112,950	22,469
113,050	22,469
113,150	22,469
113,250	22,469
113,350	22,469
113,450	22,469
113,550	22,469
113,650	22,469
113,750	22,469
113,850	22,469
113,950	22,469
114,050	22,469
114,150	22,469
114,250	22,469
114,350	22,469
114,450	22,469
114,550	22,469
114,650	22,469
114,750	22,469
114,850	22,469
114,950	22,469
115,050	22,469
115,150	22,469
115,250	22,469
115,350	22,469
115,450	22,469
115,550	22,469
115,650	22,469
115,750	22,469
115,850	22,469
115,950	22,469
116,050	22,469
116,150	22,469
116,250	22,469
116,350	22,469
116,450	22,469
116,550	22,469
116,650	22,469
116,750	22,469
116,850	22,469
116,950	22,469
117,050	22,469
117,150	22,469
117,250	22,469
117,350	22,469
117,450	22,469
117,550	22,469
117,650	22,469
117,750	22,469
117,850	22,469
117,950	22,469
118,050	22,469
118,150	22,469
118,250	22,469
118,350	22,469
118,450	22,469
118,550	22,469
118,650	22,469
118,750	22,469
118,850	22,469
118,950	22,469
119,050	22,469
119,150	22,469
119,250	22,469
119,350	22,469
119,450	22,469
119,550	22,469
119,650	22,469
119,750	22,469
119,850	22,469
119,950	22,469
120,050	22,469
120,150	22,469
120,250	22,469
120,350	22,469
120,450	22,469
120,550	22,469
120,650	22,469
120,750	22,469
120,850	22,469
120,950	22,469
121,050	22,469
121,150	22,469
121,250	22,469
121,350	22,469
121,450	22,469
121,550	22,469
121,650	22,469
121,750	22,469
121,850	22,469
121,950	22,469
122,050	22,469
122,150	22,469
122,250	22,469
122,350	22,469
122,450	22,469
122,550	22,469
122,650	22,469
122,750	22,469
122,850	22,469
122,950	22,469
123,050	22,469
123,150	22,469
123,250	22,469
123,350	22,469
123,450	22,469
123,550	22,469
123,650	22,469
123,750	22,469
123,850	22,469
123,950	22,469
124,050	22,469
124,150	22,469
124,250	22,469
124,350	22,469
124,450	22,469
124,550	22,469
124,650	22,469
124,750	22,469
124,850	22,469
124,950	22,469
125,050	22,469
125,150	22,469
125,250	22,469
125,350	22,469
125,450	22,469
125,550	22,469
125,650	22,469
125,750	22,469
125,850	22,469
125,950	22,469
126,050	22,469
126,150	22,469
126,250	22,469
126,350	22,469
126,450	22,469
126,550	22,469
126,650	22,469
126,750	22,469
126,850	22,469
126,950	22,469
127,050	22,469
127,150	22,469
127,250	22,469
127,350	22,469
127,450	22,469
127,550	22,469
127,650	22,469
127,750	22,469
127,850	22,469
127,950	22,469
128,050	22,469
128,150	22,469
128,250	22,469
128,350	22,469
128,450	22,469
128,550	22,469
128,650	22,469
128,750	22,469
128,850	22,469
128,950	22,469
129,050	22,469
129,150	22,469
129,250	22,469
129,350	22,469
129,450	22,469
129,550	22,469
129,650	22,469
129,750	22,469
129,850	22,469
129,950	22,469
130,050	22,469
