Power Generated, Run #1
Time ( s )	Power Generated ( W )
231,900	5,135E-4
232,000	5,135E-4
232,100	5,117E-4
232,200	5,085E-4
232,300	5,077E-4
232,400	5,054E-4
232,500	4,998E-4
232,600	4,934E-4
232,700	4,886E-4
232,800	4,855E-4
232,900	4,842E-4
233,000	4,820E-4
233,100	4,763E-4
233,200	4,714E-4
233,300	4,704E-4
233,400	4,711E-4
233,500	4,702E-4
233,600	4,675E-4
233,700	4,649E-4
233,800	4,639E-4
233,900	4,646E-4
234,000	4,654E-4
234,100	4,671E-4
234,200	4,688E-4
234,300	4,688E-4
234,400	4,688E-4
234,500	4,681E-4
234,600	4,673E-4
234,700	4,659E-4
234,800	4,644E-4
234,900	4,605E-4
235,000	4,566E-4
235,100	4,537E-4
235,200	4,508E-4
235,300	4,486E-4
235,400	4,457E-4
235,500	4,435E-4
235,600	4,406E-4
235,700	4,392E-4
235,800	4,370E-4
235,900	4,355E-4
236,000	4,334E-4
236,100	4,303E-4
236,200	4,280E-4
236,300	4,273E-4
236,400	4,273E-4
236,500	4,258E-4
236,600	4,251E-4
236,700	4,244E-4
236,800	4,244E-4
236,900	4,237E-4
237,000	4,237E-4
237,100	4,221E-4
237,200	4,189E-4
237,300	4,181E-4
237,400	4,188E-4
237,500	4,195E-4
237,600	4,203E-4
237,700	4,218E-4
237,800	4,219E-4
237,900	4,221E-4
238,000	4,238E-4
238,100	4,224E-4
238,200	4,194E-4
238,300	4,172E-4
238,400	4,150E-4
238,500	4,113E-4
238,600	4,084E-4
238,700	4,054E-4
238,800	4,010E-4
238,900	3,981E-4
239,000	3,952E-4
239,100	3,921E-4
239,200	3,899E-4
239,300	3,906E-4
239,400	3,898E-4
239,500	3,905E-4
239,600	3,927E-4
239,700	3,927E-4
239,800	3,927E-4
239,900	3,913E-4
240,000	3,892E-4
240,100	3,856E-4
240,200	3,835E-4
240,300	3,800E-4
240,400	3,764E-4
240,500	3,757E-4
240,600	3,750E-4
240,700	3,757E-4
240,800	3,771E-4
240,900	3,798E-4
241,000	3,804E-4
241,100	3,802E-4
241,200	3,794E-4
241,300	3,773E-4
241,400	3,759E-4
241,500	3,739E-4
241,600	3,697E-4
241,700	3,642E-4
241,800	3,623E-4
241,900	3,610E-4
242,000	3,597E-4
242,100	3,591E-4
242,200	3,591E-4
242,300	3,584E-4
242,400	3,584E-4
242,500	3,592E-4
242,600	3,585E-4
